,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,class,A1
0,16,26,724,16961,19730,389302377,16961,19730,389302377,7,5,35,1684,2052,4211232,0,3
1,6,6,38,24554,24786,614387328,24554,24786,614387328,11,8,70,1711,1268,1607831,0,3
2,18,28,831,19589,22665,513711568,19589,22665,513708784,14,7,62,2286,1363,1859924,0,3
3,10,6,37,15346,19750,390064996,15346,19750,390076846,15,8,72,2465,1335,1784650,0,3
4,15,33,1142,17890,20679,427657340,17890,20679,427657340,8,8,68,1305,1708,2918848,0,3
5,34,47,2241,19623,22285,496659579,19623,22285,496659579,13,8,72,2093,1833,3361910,0,3
6,11,25,648,19661,23217,539057003,19654,23221,539246701,11,8,71,1899,1771,3138877,0,3
7,14,17,322,16426,22149,490585642,16425,22149,490591437,10,9,91,1711,1928,3718875,0,3
8,17,29,841,20098,21994,483761772,20098,21994,483761772,11,8,74,1798,1680,2825575,0,3
9,7,7,57,23297,24975,623762821,20443,24660,608122982,10,9,92,1368,1451,2106774,0,3
10,28,41,1706,19902,23557,554946833,19877,23572,555657271,11,7,59,2189,1959,3839097,0,3
11,15,26,677,21728,23190,537794115,21728,23190,537794115,15,8,64,2302,1264,1599306,0,3
12,8,11,123,18589,22213,493420594,17475,22127,489635361,9,8,69,1558,1712,2931019,0,3
13,20,48,2336,33176,25397,645027102,33176,25397,645027102,5,1,1,520,173,30071,1,3
14,7,8,71,20997,23466,550690378,20979,23478,551246416,10,10,114,1559,1559,2433263,0,3
15,15,24,621,20889,23278,541872926,20889,23278,541872926,14,7,61,2236,1359,1848954,0,3
16,20,36,1341,15301,19621,385015243,15301,19621,385015302,12,9,92,1642,1431,2048222,0,3
17,14,30,929,20278,23880,570288659,20278,23880,570278522,7,6,46,1589,1898,3604073,0,3
18,5,5,32,16133,21736,472490665,15489,21956,482095042,9,7,62,1491,1316,1732927,0,3
19,14,29,896,18404,21623,467591651,18234,21710,471345675,11,9,88,1935,1999,3996197,0,3
20,14,22,501,21770,23497,552125277,21028,23503,552403453,14,9,81,2242,1667,2781820,0,3
21,40,48,2308,22674,25002,625126789,22674,25002,625126789,13,7,63,2516,2243,5031837,0,3
22,10,6,40,19350,22704,515482951,19350,22704,515482951,17,7,63,2544,1149,1320898,0,3
23,20,34,1223,19436,23493,551942873,19436,23493,551927327,9,9,88,1567,2090,4370248,0,3
24,15,25,657,22138,25286,639417768,22138,25286,639417768,13,7,60,2135,1397,1952522,0,3
25,21,43,1865,13750,16829,283218788,13747,16830,283279109,7,7,56,1375,1857,3448684,0,3
26,12,11,130,21040,22600,510789785,21040,22600,510789785,16,6,41,2662,1478,2186135,0,3
27,19,32,1061,16992,21995,483816464,14841,21429,459228534,8,6,47,1650,1850,3424433,0,3
28,9,8,77,15264,22236,494441354,15264,22235,494433724,11,9,99,1781,1537,2364230,0,3
29,15,18,328,19691,23764,564751646,19691,23764,564751646,14,8,66,2422,1934,3741474,0,3
30,14,8,71,22161,24893,619695872,22161,24893,619695872,17,8,66,2508,1328,1765777,0,3
31,8,7,50,20566,23127,534886253,20566,23127,534886253,12,9,85,1857,1441,2077491,0,3
32,24,33,1091,17305,20228,409183111,16516,20232,409344457,13,7,59,2538,2147,4609883,0,3
33,8,6,38,16003,20881,436048545,16003,20881,436048545,13,7,63,2119,1384,1916749,0,3
34,13,27,760,18286,21889,479158844,17348,21747,472957611,11,9,89,1717,1525,2327806,0,3
35,30,47,2271,16765,20070,402820863,17405,20885,436194789,10,7,57,1836,1789,3204047,0,3
36,10,13,176,16624,19040,362551680,16624,19040,362551680,11,8,67,1847,1707,2914629,0,3
37,22,35,1290,18201,21864,478035053,18201,21864,478035053,14,8,78,1990,1383,1913518,0,3
38,31,46,2190,17729,22424,502836300,17729,22424,502836300,11,8,77,2107,2146,4609323,0,3
39,13,28,810,21313,23663,559949737,21313,23663,559949737,10,8,69,1481,1321,1745320,0,3
40,8,5,35,23006,23412,548147481,23006,23412,548147481,11,8,69,1849,1447,2096448,0,3
41,18,26,715,20908,21918,480442261,20908,21918,480442261,13,8,75,2253,1776,3156576,0,3
42,9,7,57,14893,19264,371125932,14893,19264,371127246,13,9,98,1887,1446,2092645,0,3
43,17,12,163,23577,24904,620229541,23577,24904,620229541,18,5,34,2930,1132,1283280,0,3
44,12,26,697,20014,23609,557421724,20014,23609,557421724,11,8,74,1690,1336,1785213,0,3
45,8,11,133,14899,19357,374707475,13860,18963,359624116,10,9,81,1662,1984,3937114,0,3
46,27,38,1449,19561,22927,525680931,19561,22927,525680931,11,6,46,2237,1878,3528683,0,3
47,39,51,2628,21369,22207,493172683,21369,22207,493172683,12,5,29,2690,2273,5169926,0,3
48,13,28,819,18301,21136,446736013,18300,21136,446748778,11,8,75,1739,1336,1785477,0,3
49,21,34,1202,19663,22449,503983953,18655,22500,506261989,10,9,97,1732,1970,3884149,0,3
50,15,26,690,18147,21537,463843609,18147,21537,463843609,14,8,68,2347,1723,2971827,0,3
51,9,7,58,20459,23375,546434059,20459,23375,546434059,14,8,74,2193,1292,1670633,0,3
52,8,6,48,24471,25579,654290274,24471,25579,654290274,14,8,78,2040,1332,1774722,0,3
53,11,7,53,17835,22506,506535597,17835,22506,506523710,16,7,62,2417,1189,1414545,0,3
54,15,29,859,19174,26072,679750761,19175,26071,679730312,12,8,71,2097,1935,3744868,0,3
55,26,41,1751,15501,20482,419542704,15501,20482,419542704,12,8,77,2033,1904,3627249,0,3
56,21,34,1167,18658,22388,501229876,17741,22263,495648930,12,8,80,1775,1572,2471224,0,3
57,16,31,1002,22941,22880,523502784,22941,22880,523502784,10,9,98,1434,1506,2268462,0,3
58,14,10,112,22220,23535,553905418,22220,23535,553905418,13,8,75,2269,1836,3372469,0,3
59,8,6,43,19983,23362,545785870,19983,23362,545785870,12,8,79,1970,1665,2773848,0,3
60,8,5,32,21046,23820,567429105,21046,23820,567429105,14,7,54,2140,1223,1496613,0,3
61,18,28,832,22158,23625,558181326,20640,23528,553605124,15,9,99,2334,1802,3248421,0,3
62,22,36,1366,22884,24035,577720395,22884,24035,577720395,12,9,85,2137,1790,3205768,0,3
63,15,24,600,21802,23968,574467120,21802,23968,574467120,12,8,66,2107,1742,3037471,0,3
64,16,34,1159,19574,21736,472495017,19574,21736,472495017,7,5,35,969,1103,1218647,0,3
65,10,10,105,20135,22519,507118991,17502,22219,493705127,11,10,104,1524,1480,2192315,0,3
66,11,22,503,16514,20378,415283005,15615,20290,411695766,10,10,120,1471,1676,2809775,0,3
67,29,46,2161,19877,23631,558445841,19877,23631,558445841,7,6,36,1509,1933,3737561,0,3
68,18,33,1098,20597,23762,564661639,20596,23763,564687924,13,8,73,2025,1355,1838610,0,3
69,18,30,935,20455,23615,557707049,20455,23615,557707049,14,9,92,2182,1704,2905748,0,3
70,10,12,151,20469,23522,553311142,20469,23522,553311142,13,7,51,1986,1217,1482574,0,3
71,14,21,473,14348,19633,385484894,14348,19633,385484894,12,9,83,1996,1919,3686103,0,3
72,26,38,1469,19400,21888,479118693,19400,21888,479118693,14,6,47,2265,1729,2990326,0,3
73,11,12,162,16585,22960,527183876,16586,22959,527152435,13,10,102,1923,1586,2516033,0,3
74,19,30,959,19486,23464,550588544,19486,23464,550588544,10,8,66,1495,1333,1777775,0,3
75,7,7,53,18515,21201,449511395,18515,21201,449511395,11,9,98,1834,1724,2974384,0,3
76,32,43,1903,20233,24294,590241311,20233,24294,590241311,11,8,70,1933,1924,3701877,0,3
77,11,7,63,18710,21468,460894147,18710,21468,460894147,17,9,88,2391,1361,1854088,0,3
78,16,28,828,16795,20992,440694505,16795,20992,440694505,11,8,78,1990,1790,3206958,0,3
79,18,32,1062,21247,24313,591170132,21247,24313,591170132,9,8,66,1431,1415,2003844,0,3
80,14,20,402,18654,22577,509756047,18654,22577,509756047,13,10,109,2196,1915,3669192,0,3
81,15,27,743,22651,24930,621523246,22651,24930,621523246,12,7,56,1877,1235,1526736,0,3
82,9,6,48,19493,22986,528358797,19493,22986,528358797,15,9,90,2217,1463,2143254,0,3
83,9,4,17,17649,19395,376166601,17649,19395,376166601,16,4,23,2677,855,731738,0,3
84,26,38,1455,20736,24962,623144867,20736,24962,623144867,15,9,90,2577,2134,4555790,0,3
85,14,22,492,21207,25258,637975897,21207,25258,637997742,11,8,69,1880,1567,2457094,0,3
86,13,19,386,18914,20980,440189769,20296,22172,491610911,12,7,50,2188,1661,2759412,0,3
87,25,39,1570,13912,17170,294840668,13912,17170,294840668,12,8,75,2044,2288,5238678,0,3
88,0,0,0,26891,22351,499607249,26891,22351,499607249,6,0,0,589,69,4835,1,3
89,22,45,2109,17727,21296,453561860,17727,21296,453561860,12,9,83,1989,1834,3367029,0,3
90,22,37,1391,20140,22950,526746520,20140,22950,526746520,12,7,62,2311,2118,4487877,0,3
91,16,25,636,20567,22539,508021848,20567,22539,508021848,11,8,64,2304,2231,4981639,0,3
92,16,29,884,20000,23358,545613551,20000,23358,545613551,12,8,71,2103,1839,3384050,0,3
93,8,6,43,16819,21250,451583993,16819,21250,451583993,13,8,79,1985,1498,2245641,0,3
94,29,39,1546,20822,23471,550916586,19562,23384,546834291,9,9,81,1682,1862,3468403,0,3
95,21,35,1272,23291,25743,662731393,23291,25743,662731393,13,9,83,2322,1946,3790742,0,3
96,7,7,56,18131,22733,516800935,18131,22733,516794287,10,9,81,1474,1352,1827931,0,3
97,8,8,70,20251,22834,521395859,20251,22834,521395859,13,10,112,1972,1676,2809809,0,3
98,20,31,969,19554,23596,556778752,20028,24420,596380248,13,11,125,1868,1606,2581045,0,3
99,14,27,741,19751,22968,527537088,16656,21309,454109837,11,9,89,1727,1510,2280408,0,3
100,0,0,0,32743,24945,622288107,32743,24945,622288107,6,0,0,706,357,127514,1,3
101,2,19,376,32703,24938,621905573,32703,24938,621905573,6,0,0,579,85,7266,1,3
102,0,0,0,32723,24951,622599918,32723,24951,622599918,6,0,0,811,426,181500,1,3
103,0,0,0,32404,24606,605478221,32404,24606,605478221,6,0,0,755,364,132791,1,3
104,17,29,850,15685,20925,437865996,15685,20925,437865996,14,8,68,2207,1505,2267749,0,3
105,14,29,869,19326,21957,482133095,19326,21957,482148559,10,9,89,1584,1473,2171716,0,3
106,12,34,1195,15507,18781,352732953,15507,18781,352732953,4,5,30,731,1124,1264070,0,3
107,14,28,811,19718,22527,507471486,19718,22527,507471486,11,9,87,1861,1732,3002162,0,3
108,12,28,819,18965,24313,591139075,18965,24313,591139075,7,7,59,1260,1539,2369079,0,3
109,17,28,830,18957,22458,504372150,18957,22458,504372150,13,8,74,2215,1902,3617721,0,3
110,20,31,990,20610,23584,556216785,20610,23584,556216785,12,7,62,2321,1996,3987788,0,3
111,7,7,53,17356,21045,442903109,17356,21045,442903109,12,9,92,1710,1472,2169337,0,3
112,12,4,18,20734,23022,530024022,20734,23022,530024022,18,5,27,2714,871,759043,0,3
113,7,6,37,18404,22462,504567315,17681,22562,509071764,12,8,79,1911,1526,2331133,0,3
114,19,31,995,20339,23009,529445186,19636,23281,542021905,13,8,73,2046,1348,1819682,0,3
115,13,33,1121,19137,21918,480415775,19135,21919,480483081,7,7,59,1132,1268,1610226,0,3
116,10,7,55,21584,23607,557313208,21584,23607,557313208,14,9,99,2166,1521,2315366,0,3
117,12,21,478,19699,22899,524401963,19699,22899,524401963,10,9,84,1732,1910,3650502,0,3
118,7,7,55,17575,21253,451723463,17575,21253,451723463,8,7,53,1354,1619,2621591,0,3
119,18,29,850,21171,24614,605865421,21171,24614,605865421,15,9,81,2504,1763,3109722,0,3
120,11,7,63,15720,20355,414328703,16755,20299,412086949,16,9,90,2565,1670,2789688,0,3
121,16,27,758,18869,23155,536157674,18869,23155,536157674,14,8,77,2243,1696,2876932,0,3
122,18,27,735,20352,21892,479276143,20352,21892,479276143,13,9,81,2130,1487,2213603,0,3
123,23,40,1654,22298,23742,563712122,19464,23075,532490513,8,7,54,1713,2017,4068834,0,3
124,19,31,1009,19039,22910,524907979,19039,22910,524907979,13,9,84,1807,1441,2076851,0,3
125,22,40,1663,18327,22753,517707346,18327,22753,517707346,9,8,64,1481,1528,2337483,0,3
126,20,35,1249,22664,24180,584684676,21527,23898,571143253,26,58,3401,66458,346571,-2147483648,0,3
127,13,17,320,16545,21274,452592491,16546,21274,452583668,13,9,91,1932,1564,2449152,0,3
128,5,6,39,20173,23690,561233101,20173,23690,561233101,10,9,83,1459,1468,2156505,0,3
129,12,13,186,19395,21904,479788212,19395,21904,479788212,8,8,64,1427,1884,3552701,0,3
130,12,27,768,22130,22344,499265655,20810,22173,491644038,9,7,62,1526,1438,2069109,0,3
131,20,33,1095,22421,25667,658808569,22421,25667,658808569,10,7,52,2088,1988,3953336,0,3
132,20,32,1039,20098,22849,522115772,20098,22849,522115772,15,8,69,2617,1880,3536224,0,3
133,24,40,1633,18378,21509,462640459,18280,21562,464955990,9,9,95,1448,1588,2523321,0,3
134,28,39,1554,17638,21895,479424700,17638,21895,479415883,15,8,79,2405,1747,3055492,0,3
135,5,5,28,14756,20987,440494989,14744,20993,440726369,9,7,63,1527,1317,1736141,0,3
136,18,35,1272,19683,22365,500226714,17482,21341,455449302,12,20,429,15585,98475,-2147483648,0,3
137,30,43,1930,19996,22443,503690347,20638,23086,532992833,12,9,85,2170,2178,4746459,0,3
138,28,70,5014,21768,25403,645322739,21768,25403,645322739,9,7,61,1424,1517,2302892,0,3
139,18,28,834,20989,22508,506612835,20989,22508,506612835,12,9,83,2185,2016,4067128,0,3
140,16,24,599,16692,20947,438803109,16692,20947,438796751,16,8,74,2457,1421,2019367,0,3
141,15,28,834,21693,24281,589573005,21693,24281,589573005,13,9,84,2067,1448,2097513,0,3
142,20,34,1183,16616,20492,419941724,16616,20492,419941724,11,9,92,1687,1811,3283240,0,3
143,22,41,1701,18406,21977,483010425,18407,21977,482989393,7,6,42,1350,1438,2069821,0,3
144,8,6,40,18550,20627,425510896,18550,20627,425510896,14,8,79,2007,1427,2038812,0,3
145,18,24,602,18036,22473,505062372,18036,22473,505052754,14,8,80,2174,1584,2512169,0,3
146,8,6,39,19754,21754,473265384,19754,21754,473265384,14,8,71,2162,1370,1879239,0,3
147,17,31,1017,17651,21319,454519245,17651,21319,454519245,12,9,85,1883,1698,2883667,0,3
148,11,12,165,17410,21935,481153182,15791,21338,455313018,10,8,71,1453,1361,1854684,0,3
149,17,27,738,18094,20682,427780487,18094,20682,427780487,15,9,83,2457,1740,3028399,0,3
150,14,28,840,21184,22533,507763509,19225,21707,471204534,10,7,56,1902,1881,3538254,0,3
151,3,3,13,15297,17474,305343036,15297,17474,305343036,6,5,32,928,987,975817,0,3
152,2,3,11,21388,24294,590220057,21388,24294,590220057,6,7,62,1117,1618,2620523,0,3
153,14,31,1008,21478,23808,566836471,20666,23737,563487782,9,8,75,1349,1462,2139293,0,3
154,27,40,1627,18634,22966,527447549,18634,22966,527447549,12,9,83,2034,1850,3423569,0,3
155,1057,9458,89467611,32494,24816,615878590,32494,24816,615878590,90,756,572014,102198,1245792,-2147483648,1,3
156,0,0,0,32905,25156,632856131,32905,25156,632856131,6,0,0,895,488,238260,1,3
157,15,26,723,21103,22313,497886497,21103,22313,497886497,11,8,73,1848,1757,3090057,0,3
158,17,23,575,18755,22953,526843661,18754,22953,526877338,14,10,105,2186,1673,2799580,0,3
159,18,34,1223,18914,21773,474071362,18913,21773,474105255,10,6,48,1845,1671,2792901,0,3
160,24,31,974,19936,22300,497328423,19936,22300,497328423,16,9,96,2703,1839,3384748,0,3
161,17,26,678,19513,22208,493227035,19513,22208,493227035,13,7,62,2089,1501,2253242,0,3
162,6,7,59,18760,19402,376451315,18760,19402,376451315,9,10,101,1290,1497,2243172,0,3
163,18,28,819,20078,23312,543467756,19049,23364,545917361,13,8,75,1822,1354,1834669,0,3
164,24,41,1743,18737,22661,513552089,18736,22661,513558901,10,7,58,2113,2153,4636765,0,3
165,37,45,2081,19114,24653,607783053,18708,24875,618782723,16,10,111,2898,2548,6497180,0,3
166,31,37,1405,21629,23094,533359824,21629,23094,533359824,14,7,56,2321,1702,2897785,0,3
167,6,6,36,19536,22751,517649465,19536,22751,517649465,10,8,74,1412,1369,1876481,0,3
168,10,8,74,19437,23444,549633773,19437,23444,549633773,15,10,112,2152,1599,2557209,0,3
169,25,44,1944,20768,21810,475709413,20768,21810,475709413,16,8,66,2382,1525,2325698,0,3
170,21,52,2763,15311,20058,402346020,15308,20059,402402308,12,9,94,1729,1373,1887719,0,3
171,13,8,72,13797,19868,394766126,13797,19868,394766126,15,7,59,2259,1247,1557381,0,3
172,20,35,1244,16207,21211,449922002,15156,20938,438400420,11,9,94,1699,1629,2655346,0,3
173,7,8,68,20671,23235,539889717,20671,23235,539889717,10,9,83,1594,1530,2343092,0,3
174,14,19,366,14529,19303,372611161,14527,19304,372649158,10,8,71,1648,1727,2984767,0,3
175,34,43,1920,17579,22291,496895486,17579,22291,496895486,14,8,69,2276,1729,2992649,0,3
176,8,7,56,17649,21885,478981026,17258,22057,486514944,11,9,84,1709,1436,2063700,0,3
177,15,29,899,15810,20413,416695524,15810,20413,416695524,11,8,75,1844,1874,3512937,0,3
178,16,22,490,20464,22828,521120420,20464,22828,521120420,13,10,102,2031,1785,3188016,0,3
179,26,44,1975,22279,24318,591371865,22279,24318,591371865,11,7,50,2259,2075,4309027,0,3
180,13,26,685,20077,21022,441954739,20077,21022,441954739,11,10,114,1631,1720,2961170,0,3
181,8,7,57,19064,22845,521931824,19053,22852,522218101,12,9,92,1895,1383,1914151,0,3
182,12,19,386,16012,21125,446288769,16012,21125,446286330,11,9,90,1692,1662,2764827,0,3
183,23,50,2599,21135,24374,594115104,21135,24374,594115104,11,10,104,1872,1847,3414097,0,3
184,9,6,43,19137,23472,550953267,19137,23472,550953267,12,9,82,1802,1515,2295583,0,3
185,11,9,81,19722,23285,542197522,19721,23285,542230975,15,7,60,2314,1228,1508548,0,3
186,21,33,1095,16302,20502,420345708,16301,20503,420376532,11,8,76,2324,2241,5022317,0,3
187,21,39,1529,14946,19206,368875164,14946,19205,368865202,8,8,65,1591,2173,4725855,0,3
188,27,39,1599,17119,20600,424390507,17118,20601,424417460,13,9,83,2361,1937,3752907,0,3
189,30,45,2046,16015,21509,462660788,16016,21509,462649142,11,7,52,2080,1935,3747076,0,3
190,18,28,833,19158,21018,441790358,19158,21018,441790358,8,7,55,1193,1257,1580554,0,3
191,16,28,821,22172,24541,602281988,21799,24048,578331632,9,10,101,1408,1540,2373618,0,3
192,25,50,2569,16926,20584,423739301,16926,20584,423739301,10,9,97,1520,1567,2457944,0,3
193,1045,9406,88479721,32064,24714,610784516,32064,24714,610784516,58,472,223554,32506,382096,-2147483648,1,3
194,0,0,0,30491,25650,657930503,30491,25650,657930503,6,0,0,927,511,262073,1,3
195,0,0,0,32856,25147,632392908,32856,25147,632392908,6,0,0,758,366,134340,1,3
196,9,7,56,16396,21620,467437018,15676,21923,480638079,15,9,91,2169,1378,1900684,0,3
197,7,5,29,21458,24250,588067460,21458,24250,588067460,13,8,74,1895,1432,2052864,0,3
198,33,45,2101,20788,21708,471268860,20067,22154,490816854,12,9,90,2197,1971,3888080,0,3
199,7,7,54,19332,22672,514064024,18112,22658,513414522,12,9,86,1801,1373,1887575,0,3
200,25,36,1339,19278,22203,493014625,19278,22203,493014625,12,8,68,2077,1626,2644860,0,3
201,2,4,20,21614,23336,544593145,21614,23336,544593145,6,7,62,867,1271,1617052,0,2
202,9,7,55,18586,22463,504595180,17449,22919,525298032,15,8,76,2204,1328,1765513,0,3
203,10,7,56,20928,25673,659128644,19153,24952,622635079,14,9,91,2190,1400,1961951,0,3
204,22,39,1560,19824,21820,476127045,18566,21167,448078683,8,8,80,1449,2043,4175822,0,3
205,23,34,1167,22205,24049,578370062,22205,24049,578370062,11,7,63,1639,1290,1666043,0,3
206,40,49,2444,20493,23034,530591528,20493,23034,530591528,14,8,65,2666,1886,3560660,0,3
207,16,28,807,18846,21747,472943883,18846,21747,472943883,11,8,71,1898,1681,2828761,0,3
208,8,9,82,18350,24534,601952539,18347,24536,602030921,10,10,101,1638,1511,2284310,0,3
209,3,3,15,21698,22404,501982795,21698,22404,501982795,10,7,50,1548,1188,1411869,0,3
210,18,32,1084,15647,19896,395876497,13090,19295,372332414,12,10,100,2050,1701,2896707,0,3
211,13,25,626,17923,21951,481858844,17923,21951,481852328,11,9,90,1837,1830,3349372,0,3
212,18,33,1136,21676,25219,636003323,19182,24514,600961105,11,10,111,1511,1609,2591908,0,3
213,18,27,778,19256,23139,535440343,19256,23139,535440343,16,8,74,2368,1369,1876325,0,3
214,6,6,41,21084,21081,444417013,18760,20697,428385267,8,7,52,1652,1804,3255765,0,3
215,9,8,73,17306,20499,420222650,17305,20499,420237082,13,10,102,1929,1467,2153817,0,3
216,26,46,2139,15277,18583,345340571,15422,18860,355733685,12,9,95,1844,1451,2106642,0,3
217,8,7,61,20221,22731,516731786,20221,22731,516731786,12,9,98,1869,1564,2448401,0,3
218,13,17,320,19682,23876,570085126,18448,23710,562181801,13,9,87,1988,1507,2273949,0,3
219,16,32,1045,16781,20247,409950869,15470,20412,416677370,10,10,109,1556,1577,2488529,0,3
220,5,5,34,22260,24584,604387198,22260,24584,604387198,10,8,76,1536,1418,2013462,0,3
221,5,6,39,20144,23161,536448203,20144,23161,536448203,9,8,68,1308,1298,1685531,0,3
222,22,33,1141,14179,19978,399133520,14179,19978,399133520,11,8,74,2143,2121,4498791,0,3
223,18,25,633,18764,23088,533072953,17920,23145,535703810,13,8,77,2201,1889,3568823,0,3
224,21,33,1127,14665,18992,360702473,13440,18784,352847571,10,10,107,1855,1940,3764547,0,3
225,10,8,72,19059,22703,515464445,19059,22703,515464445,11,8,64,1802,1485,2208088,0,3
226,9,6,44,21188,22911,524952189,20743,23183,537460341,14,7,62,2326,1448,2097185,0,3
227,19,27,750,18179,22225,493992248,13862,20314,412679965,11,8,80,2172,1915,3667391,0,3
228,17,28,811,15781,20460,418645963,15909,20406,416437642,15,8,73,2518,1542,2378396,0,3
229,3,4,20,17375,24662,608255965,17361,24669,608575228,6,7,51,1129,1220,1488771,0,3
230,8,8,66,21500,24080,579849706,21500,24080,579849706,13,9,98,1929,1503,2259403,0,3
231,42,48,2339,19202,22824,520974892,19202,22824,520974892,11,8,75,2058,2044,4179330,0,3
232,8,9,93,16730,21328,454924567,16730,21329,454928868,10,8,68,1629,1390,1932201,0,3
233,8,7,59,19146,21571,465320538,19146,21571,465320538,10,9,82,1737,1619,2622544,0,3
234,18,28,827,19769,23375,546394818,19769,23375,546394818,11,9,86,1750,1796,3226069,0,3
235,9,7,57,17607,20739,430115643,17607,20739,430115643,15,9,99,2164,1593,2540477,0,3
236,16,23,569,19647,22926,525646681,19647,22926,525646681,12,9,86,2012,1837,3378104,0,3
237,15,24,590,19772,22627,511986306,22075,24068,579288862,9,9,82,1591,1724,2973951,0,3
238,15,25,657,18457,21078,444314606,18457,21078,444314606,13,9,94,2040,1673,2800554,0,3
239,16,29,877,14617,21296,453534745,13745,21211,449926714,11,10,104,1903,1944,3780984,0,3
240,18,22,508,17204,20766,431234307,17204,20766,431234307,13,10,112,2139,2033,4133258,0,3
241,21,51,2623,22670,25049,627452864,22670,25049,627452864,9,8,69,1370,1473,2171415,0,3
242,19,30,954,18283,22270,495990772,18273,22276,496237830,11,7,59,1948,1535,2358670,0,3
243,27,43,1891,20842,23616,557715515,19668,23740,563631117,9,7,54,1668,1881,3541306,0,3
244,32,44,2006,21568,24742,612184934,21568,24742,612184934,14,8,78,2318,1739,3025360,0,3
245,30,44,1982,19009,22526,507428199,19009,22526,507428199,12,9,84,2251,2114,4469380,0,3
246,14,34,1182,18726,23743,563749303,18714,23749,564062056,7,7,51,1463,1914,3666450,0,3
247,17,29,859,18932,22203,493005880,18932,22203,492995785,11,10,112,1605,1786,3192093,0,6
248,7,7,60,15469,18268,333738963,17377,19036,362369404,9,8,70,1275,1326,1760123,0,3
249,14,28,787,20525,21848,477355921,18947,21307,453993675,12,8,66,1798,1410,1988390,0,3
250,9,8,77,14131,21048,443025121,14131,21048,443021010,12,10,111,1837,1699,2887046,0,3
251,17,29,862,12168,16081,258621712,12168,16081,258621712,14,9,92,2319,1940,3763843,0,3
252,7,7,51,17051,19881,395262010,17051,19881,395259551,11,9,96,1736,1472,2168970,0,3
253,22,37,1394,21181,23986,575363916,19597,23474,551065496,11,9,90,1961,1948,3797387,0,3
254,7,7,63,19823,20826,433723311,19823,20826,433723311,11,10,116,1567,1533,2352064,0,3
255,19,30,930,22770,24530,601761713,22770,24530,601761713,13,10,101,1902,1540,2372578,0,3
256,13,28,789,15539,21173,448337338,15539,21174,448344793,9,9,98,1565,1908,3644176,0,3
257,49,51,2680,19001,22618,511608484,19001,22618,511608484,14,9,91,2454,2291,5253239,0,3
258,19,32,1087,19485,23087,533046561,19485,23087,533046561,14,9,81,2069,1534,2355485,0,3
259,19,29,895,16792,20647,426311174,16792,20647,426311174,16,6,44,2728,1205,1452972,0,3
260,29,44,1996,22537,22835,521454343,22537,22835,521454343,11,8,70,1770,1465,2147848,0,3
261,14,28,836,18261,19973,398947670,18261,19973,398947670,11,8,75,2013,1811,3282192,0,3
262,12,9,95,11560,15083,227524037,11560,15083,227524037,13,9,82,2117,1525,2327182,0,3
263,6,7,56,14737,18486,341755291,14735,18487,341782307,10,9,96,1655,1609,2591268,0,3
264,13,31,981,22124,23300,542922061,22124,23300,542922061,7,9,91,932,1384,1917391,0,2
265,25,36,1329,16817,21283,452996858,14949,20973,439883565,15,10,117,2474,2013,4055750,0,3
266,8,15,244,17292,20785,432034817,17292,20785,432034817,7,8,79,1010,1315,1731085,0,3
267,33,45,2115,20694,21684,470230971,18854,21796,475084085,9,7,51,2140,2459,6048780,0,3
268,0,0,0,23624,22042,485878407,23624,22042,485878407,6,0,0,589,69,4835,1,3
269,13,29,868,20379,21763,473629720,19164,21820,476146473,11,8,73,1780,1428,2040566,0,3
270,16,19,399,18377,21808,475610342,18377,21808,475610342,11,9,88,1770,1615,2609787,0,3
271,12,12,167,18678,19241,370243396,18678,19241,370243396,13,7,61,1936,1232,1518802,0,3
272,6,6,47,21087,23749,564021289,21087,23749,564021289,10,9,88,1482,1513,2292182,0,3
273,16,30,905,24318,25497,650097153,24318,25497,650097153,12,9,97,1914,1563,2445680,0,3
274,16,23,542,17629,21675,469809134,17723,21820,476114475,15,10,104,2225,1484,2202283,0,3
275,19,30,948,20919,24199,585602950,20919,24199,585602950,12,8,70,2225,1869,3494239,0,3
276,16,31,1023,21466,23792,566083546,21466,23792,566083546,12,9,85,2012,1627,2648083,0,3
277,23,34,1186,19728,22526,507425109,19728,22526,507425109,16,6,44,2670,1537,2364530,0,3
278,30,46,2143,11534,16854,284088022,11502,16866,284485642,10,9,91,1803,1416,2006197,0,10
279,24,38,1458,20355,24093,580496328,20355,24093,580496328,14,7,51,2357,1679,2821676,0,3
280,1,14,203,32615,24822,616139953,32615,24822,616139953,6,0,0,589,69,4802,1,3
281,0,0,0,32674,24913,620669565,32674,24913,620669565,6,0,0,588,70,4904,1,3
282,29,45,2090,14444,17489,305884724,14444,17489,305884724,12,9,87,1805,1547,2394546,0,3
283,6,5,32,20205,23909,571660043,20203,23910,571702809,11,8,70,1639,1293,1673173,0,3
284,9,4,23,24459,25641,657507356,24459,25641,657507356,16,7,55,2424,1183,1400131,0,3
285,7,7,50,27160,26061,679208653,22451,25944,673138575,12,9,98,1812,1460,2133327,0,3
286,12,12,151,18555,20639,426006015,18555,20639,426006015,14,9,97,2079,1538,2366830,0,3
287,15,18,350,15948,18609,346311020,15948,18609,346311020,11,8,76,2017,1947,3792316,0,3
288,13,31,1004,17098,19232,369883947,16366,19433,377662910,7,8,78,1145,1575,2483769,0,3
