,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,class,A1
1874,21,36,1303,17836,19618,384869705,17836,19618,384869705,13,8,65,1984,1280,1640863,0,3
1875,21,39,1563,22335,22915,525117527,22335,22915,525117527,9,6,46,1714,1746,3049554,0,3
1876,14,29,880,17454,20733,429873746,17454,20733,429873211,11,9,96,1676,1473,2171411,0,3
1877,15,34,1182,20440,24419,596321682,20440,24419,596321682,9,8,80,1418,1552,2410603,0,3
1878,17,28,788,17691,20739,430116431,17682,20744,430346988,12,9,94,1957,1895,3594211,0,3
1879,22,36,1316,15381,19677,387204393,15124,19831,393288402,11,9,82,1843,1803,3252716,0,3
1880,19,21,456,19508,20660,426862687,17682,19861,394493085,15,10,103,2482,1904,3628935,0,3
1881,22,30,911,21052,23151,535981313,21052,23151,535981313,14,10,110,2464,1659,2753147,0,3
1882,11,6,46,13295,18701,349728345,13295,18701,349728345,13,8,79,2082,1433,2056022,0,3
1883,13,13,181,18298,21186,448848980,18298,21186,448848980,13,8,76,2162,1610,2594473,0,3
1884,8,8,76,20834,22592,510425085,19912,23004,529188507,11,9,98,1631,1481,2194178,0,3
1885,22,38,1509,20193,23214,538894301,20193,23214,538894301,13,9,93,1915,1624,2638715,0,3
1886,4,5,30,22648,22468,504851894,22648,22468,504851894,8,8,68,1165,1308,1712807,0,3
1887,19,32,1082,19950,21269,452407892,19950,21269,452407892,14,7,49,2182,1161,1348204,0,3
1888,0,0,0,28074,21967,482579788,28074,21967,482579788,6,0,0,586,68,4723,1,3
1889,11,11,124,15504,20073,402935308,15504,20073,402935308,11,10,118,1411,1559,2431161,0,3
1890,12,19,378,16431,21443,459810801,14314,20669,427213304,9,10,101,1426,1614,2605229,0,3
1891,23,33,1152,14220,19367,375097254,14220,19367,375097254,11,9,97,1923,2039,4158916,0,3
1892,7,7,53,15322,20091,403676763,15322,20091,403667336,10,9,86,1555,1681,2827664,0,3
1893,11,7,57,16555,21891,479256667,16555,21891,479256667,15,9,84,2100,1337,1788266,0,3
1894,7,5,27,20353,23445,549710558,20880,24039,577880739,12,8,73,2161,1842,3394650,0,3
1895,14,24,585,17234,21277,452737649,17234,21277,452731384,14,8,77,2063,1356,1839670,0,3
1896,25,39,1542,21506,22355,499775833,21506,22355,499775833,11,8,71,1908,1963,3855117,0,3
1897,17,27,762,20435,22385,501102775,20435,22385,501102775,12,8,64,2114,1741,3032409,0,3
1898,16,23,562,20266,24431,596895314,20266,24431,596895314,11,10,106,1693,1826,3336436,0,3
1899,17,34,1197,21967,22301,497344822,20856,22387,501197223,8,7,49,1559,1655,2739668,0,3
1900,0,1,1,32620,24839,617013220,32620,24839,617013220,6,0,0,703,353,124853,1,3
1901,1135,24126,582103437,32445,24957,622890683,32445,24957,622890683,32,565,319935,16785,354198,-2147483648,1,3
1902,0,0,0,33009,25234,636779031,33009,25234,636779031,6,0,0,817,430,185365,1,3
1903,0,0,0,32212,24413,596038397,32212,24413,596038397,6,0,0,765,375,141290,1,3
1904,13,18,327,19335,22071,487145125,17071,21458,460466790,14,8,72,2460,1749,3062102,0,3
1905,10,7,53,19656,22079,487515050,19655,22080,487544621,15,8,79,2195,1378,1900747,0,3
1906,25,36,1300,15554,19334,373836419,15554,19334,373836419,12,9,99,2507,2507,6287248,0,3
1907,16,25,665,17788,23340,544771252,17788,23340,544771252,11,8,72,1940,1826,3335459,0,3
1908,25,38,1494,20544,22820,520770443,18775,21988,483493391,12,8,64,2324,2151,4627183,0,3
1909,8,11,123,15275,18940,358739068,15275,18940,358739068,7,9,86,1025,1382,1910951,0,1
1910,13,5,33,21637,23019,529916782,21637,23019,529916782,19,7,53,2882,1356,1838815,0,3
1911,19,30,925,15994,17972,322996432,15994,17972,322996432,11,8,66,2062,1857,3450999,0,3
1912,18,32,1062,21389,24167,584046741,21369,24180,584689085,9,9,86,1705,2075,4306115,0,3
1913,11,24,600,17392,19384,375771261,17392,19384,375771261,10,8,69,1541,1687,2847575,0,3
1914,17,29,886,18691,21718,471695353,15470,20091,403680240,11,9,90,1837,1603,2570019,0,3
1915,8,8,79,22186,23523,553362310,22186,23523,553362310,11,9,94,1712,1497,2241360,0,3
1916,20,34,1174,13905,19227,369704183,13905,19227,369704183,10,8,79,1672,1766,3118950,0,3
1917,11,7,54,16282,21974,482890446,16282,21974,482890446,15,9,90,2315,1527,2333285,0,3
1918,22,33,1144,18543,22093,488123653,18542,22093,488135743,12,8,78,1897,1629,2655992,0,3
1919,14,31,962,20375,21739,472610814,20375,21739,472610814,9,8,74,1641,1934,3740576,0,3
1920,21,33,1121,18659,21622,467522104,18659,21622,467522104,11,9,86,1647,1399,1959251,0,3
1921,19,33,1135,16805,18921,358024996,16805,18921,358024996,10,9,83,1734,1694,2871183,0,3
1922,10,13,195,16461,19770,390882941,16458,19772,390937198,9,7,62,1604,1654,2735766,0,3
1923,22,32,1034,21915,24187,585027737,21915,24187,585027737,14,8,69,2317,1360,1851354,0,3
1924,9,5,35,19317,20734,429932157,19317,20734,429932157,13,8,66,2023,1308,1712461,0,3
1925,29,42,1834,22836,24129,582216091,22836,24129,582216091,11,8,73,2031,1996,3986757,0,3
1926,15,21,478,18344,23647,559198489,18345,23647,559189319,13,10,101,2182,1939,3759937,0,3
1927,8,6,40,21373,21679,469988698,21373,21679,469988698,14,8,68,2085,1369,1875432,0,3
1928,6,7,52,17101,22288,496781314,17011,22349,499494513,9,9,90,1417,1596,2548354,0,3
1929,16,24,607,17922,21283,453006673,17922,21283,453006673,14,9,82,2183,1513,2289204,0,3
1930,8,9,92,19340,23152,536021190,19340,23152,536043566,9,8,77,1352,1361,1854657,0,3
1931,32,48,2319,15976,18287,334416929,15974,18288,334476403,8,6,44,1743,2216,4911798,0,3
1932,23,30,956,21473,22608,511151274,20657,22994,528751336,14,8,79,2245,1552,2409799,0,3
1933,18,30,923,20159,23717,562507111,20159,23717,562507111,14,8,72,2314,1627,2650270,0,3
1934,16,26,725,20679,23090,533191657,20679,23090,533191657,14,8,71,2415,1505,2267014,0,3
1935,26,36,1359,23620,24414,596086168,23620,24414,596086168,11,8,79,1767,1711,2929188,0,3
1936,9,6,39,17617,22834,521424190,19962,23724,562830988,14,8,75,2153,1416,2006675,0,3
1937,22,57,3331,17421,20441,417867267,17421,20441,417867267,8,8,72,1149,1353,1832857,0,3
1938,20,29,878,16153,20397,416076171,13144,19022,361855643,16,8,73,2724,1714,2939703,0,3
1939,21,36,1368,19338,21496,462080005,19338,21496,462080005,14,8,70,2397,1722,2967750,0,3
1940,19,35,1258,23386,27231,741528241,20475,26218,687430267,7,8,77,1016,1336,1787566,0,3
1941,16,24,617,17828,21606,466858909,17828,21606,466858909,13,7,52,2325,1664,2771235,0,3
1942,6,6,43,11631,16301,265733638,11631,16301,265733638,10,9,95,1512,1567,2455982,0,3
1943,7,5,29,22658,23413,548171279,22658,23413,548171279,13,8,64,1998,1363,1858176,0,3
1944,21,35,1284,20312,22212,493413317,19027,22008,484353250,12,8,71,2290,2250,5065834,0,3
1945,18,24,592,19336,22180,491976786,19336,22180,491976786,13,10,114,1928,1656,2745478,0,3
1946,7,8,68,22539,24892,619658884,22539,24892,619658884,10,8,75,1646,1667,2781371,0,3
1947,41,80,6462,18273,21896,479472182,18273,21896,479463048,14,24,593,1495,1889,3570970,0,3
1948,20,31,1010,18726,22874,523257685,18569,22965,527419086,15,10,118,2342,1882,3545115,0,3
1949,16,16,285,22354,25380,644161522,22354,25380,644161522,14,11,123,2257,1775,3153039,0,3
1950,27,46,2128,16484,20876,435838043,16484,20876,435838043,11,9,85,1737,1575,2480976,0,3
1951,35,41,1688,20230,24304,590708302,20230,24304,590708302,12,7,50,2224,1878,3528429,0,3
1952,22,37,1436,16971,19992,399715154,16458,20206,408313948,12,8,77,2186,2145,4604434,0,3
1953,6,6,41,17724,22051,486267298,17724,22051,486267298,11,8,71,1794,1550,2403795,0,3
1954,38,62,3845,16460,21298,453647335,16460,21298,453647335,8,8,66,1104,1273,1621699,0,3
1955,0,0,0,32994,25259,638035750,32994,25259,638035750,6,0,0,585,58,3440,1,3
1956,5,26,727,32870,25149,632473280,32870,25149,632473280,6,0,0,855,498,248615,1,3
1957,9,12,149,19371,23591,556562183,19371,23591,556562183,9,8,77,1595,1690,2857671,0,3
1958,25,39,1589,17564,21226,450575244,17564,21226,450575244,12,9,83,2365,2113,4468862,0,3
1959,23,38,1492,16884,21665,469389938,16884,21665,469389938,12,8,76,1983,1609,2590767,0,3
1960,11,22,486,20650,23069,532200855,20109,23250,540593553,9,8,75,1530,1775,3152631,0,3
1961,25,38,1502,13811,17517,306848660,13782,17530,307332759,7,8,68,1464,2238,5009337,0,3
1962,22,32,1032,22394,24400,595378335,22394,24400,595378335,12,9,95,2230,2293,5258871,0,3
1963,20,38,1452,20973,21755,473305967,20973,21755,473305967,11,7,62,2078,2080,4329107,0,3
1964,8,6,36,18856,22698,515201316,18856,22698,515201316,11,8,77,1662,1355,1836659,0,3
1965,20,34,1210,20991,23757,564406815,20991,23757,564406815,14,8,67,2245,1673,2800726,0,3
1966,4,3,14,18335,23300,542918256,18327,23305,543130419,8,6,46,1328,1230,1515243,0,3
1967,10,8,65,22172,23507,552611623,22172,23507,552611623,15,9,95,2222,1477,2182864,0,3
1968,29,42,1799,19890,21704,471069838,19890,21704,471069838,11,9,82,1930,1846,3410975,0,3
1969,31,45,2035,21156,22184,492165808,21156,22184,492165808,14,6,47,2472,1881,3540404,0,3
1970,15,24,595,18848,22253,495221229,18842,22256,495368359,14,10,100,2297,1622,2632059,0,3
1971,9,8,73,22002,24119,581751188,20514,24142,582868686,11,9,93,1757,1504,2264329,0,3
1972,8,9,82,17944,19360,374810212,16292,19267,371238508,13,10,117,1920,1572,2472310,0,3
1973,12,15,239,13411,19075,363863075,13411,19075,363861096,11,9,90,1848,1822,3322232,0,3
1974,9,6,43,17598,21244,451337034,17597,21245,451353757,14,8,73,2235,1403,1971012,0,3
1975,18,22,500,21378,24206,585931203,21378,24206,585931203,15,7,61,2466,1464,2145818,0,3
1976,29,35,1281,21223,23789,565926004,20816,24054,578631841,8,6,46,1739,2331,5436698,0,3
1977,13,31,984,23302,23628,558307477,23302,23628,558307477,9,9,84,1331,1459,2129269,0,3
1978,8,9,92,18674,19826,393079522,18674,19826,393079522,10,9,96,1543,1693,2869454,0,3
1979,20,29,891,17881,21128,446400968,17881,21128,446400968,16,8,72,2645,1618,2620783,0,3
1980,25,39,1522,19543,23013,529638325,19543,23013,529638325,13,9,97,2064,1889,3568557,0,3
1981,7,7,56,17215,22459,504437299,17215,22459,504437299,10,8,80,1641,1519,2309311,0,3
1982,8,10,111,21836,25199,635012063,21836,25199,635012063,11,9,93,1563,1426,2036068,0,3
1983,14,27,763,20492,21463,460669933,20492,21463,460669933,8,8,68,1433,1912,3657412,0,3
1984,23,34,1164,22979,25099,629995017,22979,25099,629995017,13,7,49,2150,1566,2455269,0,3
1985,19,31,999,17754,20463,418755993,17754,20463,418755993,9,9,83,1653,2172,4719387,0,3
1986,25,51,2661,19041,23090,533157022,20690,23843,568515638,11,9,90,1725,1937,3755498,0,3
1987,12,14,210,17563,20878,435900234,16214,20892,436488061,13,8,69,2045,1423,2025873,0,3
1988,25,39,1574,22854,24860,618043609,22854,24860,618043609,13,8,71,2015,1355,1836521,0,3
1989,33,49,2485,23787,25889,670249401,21861,25685,659740336,11,8,66,2078,2175,4734534,0,3
1990,19,33,1102,24701,25823,666858502,24701,25823,666858502,12,10,118,1961,2102,4418585,0,3
1991,27,39,1577,20276,23167,536735777,20276,23167,536735777,12,8,71,2284,2041,4166653,0,3
1992,17,31,971,19692,22589,510263455,19692,22589,510263455,14,7,57,2205,1209,1461945,0,3
1993,0,0,0,32459,24703,610239264,32459,24703,610239264,6,0,0,601,140,19821,1,3
1994,0,0,0,32684,24905,620284532,32684,24905,620284532,6,0,0,939,512,262419,1,3
1995,0,0,0,30786,25580,654346384,30786,25580,654346384,6,0,0,714,305,93458,1,3
1996,16,26,704,18845,21133,446634498,18845,21133,446634498,11,9,96,1738,1936,3751489,0,3
1997,26,41,1756,18232,22324,498371717,18230,22325,498406545,10,8,65,1806,1823,3326191,0,3
1998,9,6,48,23015,24514,600961684,23015,24514,600961684,14,8,75,2048,1295,1677949,0,3
1999,8,5,33,21018,24114,581509112,21018,24114,581509112,10,7,54,1529,1320,1744970,0,6
2000,10,12,157,16487,21402,458086950,16487,21402,458086950,11,8,66,1770,1305,1704539,0,3
2001,24,34,1215,21182,23995,575765211,21182,23995,575765211,12,7,62,2260,1968,3875516,0,3
2002,9,6,41,19747,21909,480034597,19747,21909,480034597,14,8,72,2229,1358,1845262,0,3
2003,17,30,915,20413,23919,572127387,20413,23919,572127387,10,8,75,1500,1493,2231378,0,3
2004,15,11,134,12871,18311,335328591,12871,18311,335328591,14,6,46,2430,1367,1869634,0,3
2005,7,10,103,14515,18795,353261729,14271,18926,358224981,10,11,125,1482,1580,2496967,0,3
2006,19,34,1209,15675,22033,485486418,13194,19912,396499974,8,9,87,1150,1349,1822299,0,3
2007,8,6,45,19424,24407,595726752,18526,24959,622961895,12,9,85,2148,1562,2441871,0,3
2008,18,31,961,24009,25705,660784454,24009,25705,660784454,14,7,53,2398,1480,2193082,0,3
2009,21,33,1120,16819,20645,426218500,16819,20645,426218500,11,7,51,2154,1993,3974162,0,3
2010,21,38,1461,18880,22265,495751202,18880,22265,495751202,9,9,85,1578,1793,3217594,0,3
2011,15,25,663,15422,19346,374275077,15421,19346,374299996,12,9,90,1938,1623,2634290,0,3
2012,11,7,55,16890,19837,393536316,16890,19837,393536316,17,8,71,2469,1214,1475548,0,3
2013,10,8,74,17907,22453,504176906,17907,22453,504176906,11,8,78,1650,1396,1951258,0,3
2014,17,29,857,20392,22847,522011435,20392,22847,522011435,14,7,63,2084,1322,1750017,0,3
2015,12,7,52,19901,23690,561242478,19901,23690,561242478,15,8,79,2269,1341,1800418,0,3
2016,9,8,73,20236,24015,576746262,20236,24015,576746262,14,9,82,2112,1318,1738447,0,3
2017,10,15,231,19420,21952,481930784,19420,21952,481930784,10,10,101,1546,1809,3274239,0,3
2018,6,7,53,18754,19862,394522429,18754,19862,394522429,10,9,90,1460,1444,2085168,0,3
2019,33,44,1993,18689,21795,475056960,18689,21795,475056960,12,8,79,1799,1389,1930127,0,3
2020,18,32,1026,14005,17746,314953893,16128,19224,369598287,12,9,91,1955,1532,2349209,0,3
2021,41,64,4148,15655,16003,256099228,15655,16003,256099228,14,8,76,1870,1378,1899282,0,3
2022,42,53,2843,18742,21804,475455246,18742,21804,475455246,11,8,64,1995,2207,4872833,0,3
2023,27,39,1594,19032,22519,507123834,19032,22519,507123834,12,8,74,2103,1637,2681610,0,3
2024,16,26,704,20910,21171,448217154,20910,21171,448217154,11,8,79,1889,1835,3370478,0,3
2025,7,8,66,12032,17655,311704069,12022,17659,311842917,11,10,101,1707,1612,2601003,0,3
2026,5,6,39,17412,23418,548402789,17412,23418,548402789,8,7,62,1284,1392,1938467,0,3
2027,16,14,222,14648,17375,301923040,12651,16132,260261682,10,8,65,1688,1418,2012880,0,3
2028,11,3,13,24920,25243,637253671,24920,25243,637253671,19,3,13,2821,529,280068,0,3
2029,14,23,543,18297,20331,413380665,18297,20331,413380665,11,9,85,1859,1596,2548394,0,3
2030,21,31,1000,18483,20093,403743480,18483,20093,403743480,12,10,100,1947,1853,3435492,0,3
2031,14,26,683,17339,21202,449555960,17304,21221,450360476,36,86,7495,80619,394136,-2147483648,0,3
2032,29,40,1603,16312,19880,395224009,16312,19880,395224009,13,8,72,2495,1813,3287066,0,3
2033,28,34,1170,21970,24235,587360429,21970,24235,587360429,17,6,45,2887,1820,3312757,0,3
2034,8,3,14,22128,25666,658778818,19071,24971,623595547,13,6,38,2295,1126,1268797,0,3
2035,28,40,1653,18839,23253,540740441,18839,23253,540737332,12,9,87,1777,1400,1960373,0,3
2036,23,36,1329,12718,16783,281693752,12718,16783,281693752,9,5,31,1813,1825,3332122,0,3
2037,32,40,1650,19312,21768,473863290,19312,21768,473863290,15,7,58,2773,1899,3609368,0,3
2038,7,7,57,15296,20481,419505489,14838,19487,379770264,12,9,86,1784,1393,1942638,0,3
2039,11,25,661,22246,25151,632576262,22229,25161,633118535,8,9,84,1441,1911,3653476,0,3
2040,29,42,1832,23363,25787,665015506,23363,25787,665015506,9,6,48,1642,1794,3220741,0,3
2041,17,30,925,22200,24163,583879362,22200,24163,583879362,11,9,91,2021,2149,4619662,0,3
2042,9,10,102,20892,23728,563025843,20892,23728,563025843,11,8,74,1720,1536,2360897,0,3
2043,16,21,466,19116,22471,504970794,19116,22471,504970794,14,8,78,2236,1831,3353956,0,3
2044,12,24,613,20218,22428,503033565,20218,22428,503033565,49,165,27353,157952,968352,-2147483648,0,3
2045,29,44,2020,18512,21061,443594833,18434,20925,437896622,10,10,102,1473,1593,2538941,0,3
2046,25,37,1378,21335,22357,499836493,21335,22357,499836493,11,9,81,2205,2064,4262869,0,3
2047,31,38,1491,18669,21715,471547472,18669,21715,471547472,12,9,89,2218,2301,5295444,0,3
2048,10,8,78,22027,23330,544329802,22027,23330,544329802,15,10,104,2153,1523,2322442,0,3
2049,17,27,749,18095,23326,544104038,18095,23326,544104038,13,8,80,2346,1765,3116171,0,3
2050,10,7,56,22702,25095,629799570,22702,25096,629809495,15,9,89,2305,1361,1853580,0,3
2051,36,46,2162,20108,23508,552651739,20108,23508,552651739,12,7,59,2336,1884,3550911,0,3
2052,24,39,1541,16604,21319,454501098,16604,21319,454501098,11,7,60,2334,2184,4773156,0,3
2053,23,34,1224,18073,20631,425667195,18073,20631,425667195,12,8,74,2273,2219,4927689,0,3
2054,10,7,54,20334,23767,564898301,19037,23658,559702409,15,8,80,2238,1273,1621712,0,3
2055,12,10,113,14520,20178,407181151,14520,20178,407181151,15,9,83,2398,1566,2453907,0,3
2056,12,8,69,17447,21362,456367371,17447,21362,456367371,16,9,94,2324,1339,1794814,0,3
2057,7,8,67,18805,22231,494217671,18805,22230,494213668,10,8,71,1608,1525,2327248,0,3
2058,18,30,936,19444,19414,376925780,19444,19414,376925780,12,10,112,1802,1704,2905553,0,3
2059,14,26,721,21081,23098,533560534,21081,23098,533560534,11,9,85,1695,1468,2155300,0,3
2060,27,42,1799,16813,21510,462701621,16813,21510,462701621,9,8,79,2100,2598,6751536,0,3
2061,24,32,1072,19613,21685,470247182,19613,21685,470247182,17,7,60,2588,1190,1417420,0,3
2062,30,42,1779,17641,20847,434619500,17641,20847,434619500,11,7,60,2166,1937,3752104,0,3
2063,67,99,9905,21989,21005,441212978,13357,18748,351505547,42,69,4881,3387,4535,20567023,0,10
2064,11,6,46,22131,22624,511878165,22131,22624,511878165,14,7,54,2227,1210,1465020,0,3
2065,22,32,1048,16335,21170,448193234,16335,21170,448193234,12,9,85,1981,1816,3301377,0,3
2066,10,7,58,18503,21891,479255872,18501,21892,479300405,14,8,79,2145,1246,1553094,0,3
2067,16,21,455,16633,22207,493151146,16633,22207,493151146,12,7,59,1872,1215,1476326,0,3
2068,11,43,1897,26630,22057,486537153,26630,22057,486537153,6,1,2,625,167,28017,1,3
2069,9,7,50,17728,20808,433006165,17728,20808,433006165,13,9,89,2106,1736,3016489,0,3
2070,7,6,42,17175,21649,468717886,17175,21649,468717886,11,8,72,1745,1373,1887145,0,3
2071,7,5,32,14432,18762,352023680,14432,18762,352023680,13,6,45,2151,1189,1415523,0,3
2072,28,40,1640,22037,22995,528797592,19800,23263,541176521,11,8,65,2046,1696,2879519,0,3
2073,15,5,27,15454,21038,442609623,15454,21038,442609623,19,5,32,2942,936,876853,0,3
2074,8,7,62,16931,21703,471035506,16931,21703,471056012,12,10,118,1633,1531,2344189,0,3
2075,15,29,875,19434,22349,499493483,20393,22570,509417154,13,9,83,2084,1406,1978235,0,3
2076,24,35,1293,20334,24005,576243555,20334,24004,576236162,13,8,79,2455,1896,3595284,0,3
2077,28,36,1346,15917,20952,438996087,15917,20952,438996087,10,8,71,1994,2180,4752941,0,3
2078,23,36,1315,16897,18788,352990270,16897,18788,352990270,8,8,70,1191,1462,2138338,0,3
2079,25,38,1469,22844,23940,573160293,21287,23629,558365833,12,9,99,1715,1453,2111394,0,3
2080,0,0,0,32649,24861,618083693,32649,24861,618083693,6,0,0,589,69,4866,1,3
2081,0,0,0,32821,25051,627599967,32821,25051,627599967,6,0,0,589,69,4893,1,3
2082,18,28,834,21100,23327,544166907,21100,23327,544166907,14,10,103,2055,1576,2486530,0,3
2083,15,32,1083,19643,22718,516133137,19643,22718,516133137,8,6,47,1679,2063,4258133,0,3
2084,15,17,289,25855,26461,700236245,25855,26461,700236245,15,6,46,2745,1801,3246504,0,3
2085,19,36,1299,21102,22688,514748071,19911,22441,503631300,11,8,79,1799,1498,2244620,0,3
2086,23,23,540,10651,17242,297320170,10651,17242,297320170,18,4,24,3034,1096,1201868,0,3
2087,23,38,1497,20117,22352,499640152,20109,22357,499873187,11,8,70,1996,1798,3234190,0,3
2088,49,52,2733,13413,17799,316824739,13413,17799,316824739,15,6,36,2124,1225,1502847,0,3
2089,27,42,1765,21617,22353,499664482,21651,22370,500439180,11,9,83,1725,1613,2604134,0,3
2090,12,21,463,16537,21445,459917525,16567,21468,460913696,11,8,79,1921,1766,3120851,0,3
2091,22,37,1380,21512,22941,526334501,21654,23011,529534498,11,9,85,1511,1435,2061067,0,3
2092,28,43,1879,24066,26100,681215122,24066,26100,681215122,12,7,62,2189,1858,3453251,0,3
2093,10,7,57,17524,21709,471318247,17524,21709,471320961,14,9,91,2162,1452,2110158,0,3
2094,9,10,101,15474,21718,471674802,14256,21158,447686031,8,8,76,1294,1412,1993899,0,3
2095,10,8,70,17432,21322,454668652,17432,21322,454668652,15,9,95,2268,1462,2138796,0,3
2096,16,31,1021,18653,23225,539429424,18653,23225,539429424,10,7,61,1501,1241,1540721,0,3
2097,25,46,2175,20364,23779,565451202,20364,23779,565451202,7,7,51,1294,1599,2558658,0,3
2098,15,31,962,18375,20050,402019354,18375,20050,402019354,12,8,80,2003,1578,2491738,0,3
2099,29,39,1546,14122,17570,308723569,14107,17577,308983783,9,8,78,2134,2563,6573502,0,3
2100,10,6,42,17365,20663,426970527,17365,20663,426970527,15,8,79,2361,1512,2288418,0,3
2101,8,6,47,18390,19115,365414900,18390,19115,365414900,14,9,89,2056,1392,1940099,0,3
2102,9,6,38,18928,21230,450727770,18928,21230,450727770,14,8,68,2086,1405,1974661,0,3
2103,11,14,219,22592,23809,566897772,22592,23809,566897772,13,8,74,2397,2417,5845147,0,3
2104,24,52,2743,23202,24161,583754769,21742,23814,567116375,9,7,60,1248,1258,1582666,0,3
2105,10,7,58,17582,19417,377028475,16938,19516,380878092,15,9,89,2295,1560,2435131,0,3
2106,23,40,1603,20789,23396,547376017,20789,23396,547376017,10,6,47,1445,1206,1455053,0,3
2107,22,36,1333,20466,22498,506202184,18728,22656,513331623,14,10,100,2087,1608,2586423,0,3
2108,13,25,669,22191,23747,563959874,22191,23747,563959874,11,9,89,1692,1570,2465155,0,3
2109,21,35,1264,18253,23147,535802396,18253,23147,535802396,12,7,56,1875,1274,1623354,0,3
2110,13,17,321,21171,22909,524853364,21171,22909,524853364,10,8,67,1692,1540,2372787,0,3
2111,11,10,103,16276,22076,487389388,16275,22077,487403208,13,7,60,2366,1620,2626926,0,3
2112,10,24,600,17405,21924,480701053,17396,21930,480930577,10,7,61,1610,1523,2320064,0,3
2113,21,31,1016,14011,18738,351143651,14011,18738,351143651,12,9,89,1782,1637,2679909,0,3
2114,16,35,1256,20771,22624,511860116,20771,22624,511860116,10,9,82,1711,1683,2834070,0,3
2115,6,8,66,19383,21171,448251882,19383,21171,448251882,9,9,87,1466,1698,2885697,0,3
2116,23,35,1236,24926,24897,619878161,21942,24477,599144244,14,8,78,2109,1448,2098532,0,3
2117,15,14,211,15743,19843,393751628,15743,19843,393751628,14,8,69,2589,1789,3201655,0,3
2118,22,35,1233,19604,22935,526028860,19604,22935,526028860,12,7,50,2340,1956,3828951,0,3
2119,22,44,1959,20195,23105,533863896,20195,23105,533863896,11,8,75,1514,1389,1931880,0,3
2120,15,25,668,16617,21129,446446963,16617,21129,446446963,14,8,80,2252,1656,2744590,0,3
2121,10,7,63,16051,21179,448571910,14476,20662,426937440,14,10,103,2204,1565,2450639,0,3
2122,22,31,965,21040,23875,570041059,21040,23875,570041059,14,7,62,2436,1823,3326270,0,3
2123,28,47,2211,17986,20458,418570438,17986,20458,418570438,12,9,99,2005,1940,3763737,0,3
2124,7,7,53,17734,20241,409698193,16681,19827,393124366,10,9,92,1557,1510,2280573,0,3
2125,22,33,1116,15709,19105,365018214,15709,19105,365021596,10,8,73,1456,1313,1726310,0,3
2126,38,61,3774,23821,25740,662566337,23821,25740,662566337,11,7,63,2037,1994,3976182,0,3
2127,7,5,35,20847,22938,526174222,18446,23709,562148343,13,8,67,1987,1260,1589888,0,3
2128,30,41,1704,20657,23500,552283769,20657,23500,552283769,12,8,67,2077,1962,3853139,0,3
2129,16,28,790,18215,21523,463254319,16477,20505,420459818,13,11,128,2178,2071,4291023,0,3
2130,7,5,27,19443,23968,574492802,19443,23968,574494723,12,8,65,1935,1280,1639733,0,3
2131,13,7,55,16640,20074,402990889,16640,20074,402990889,14,8,74,2376,1575,2482113,0,3
2132,9,8,70,16506,22642,512670702,16506,22642,512670702,14,10,100,2146,1681,2826454,0,3
2133,14,26,723,18317,20164,406602342,18317,20164,406602342,11,8,64,1752,1563,2443493,0,3
2134,24,35,1241,15159,18694,349484522,13751,18184,330663458,11,9,91,1966,1950,3805585,0,3
2135,3,24,602,32318,25192,634639827,32318,25192,634639827,6,1,1,602,103,10794,1,3
2136,20,38,1483,17692,24453,597960202,17692,24453,597960202,9,7,53,1743,1790,3205863,0,3
2137,14,22,518,16102,21360,456260001,16102,21360,456260001,10,8,75,1755,1759,3095745,0,3
2138,9,8,64,16628,22024,485075508,16628,22024,485075508,12,10,106,1631,1566,2454241,0,3
2139,15,19,361,18684,22266,495810144,18684,22266,495817650,12,8,70,2173,1689,2855557,0,3
2140,17,25,674,18543,23219,539155213,18544,23219,539146973,16,6,46,2534,1189,1414370,0,3
2141,9,6,45,17494,19857,394307921,17494,19857,394307921,14,8,79,2190,1311,1721109,0,3
2142,29,45,2105,23238,24522,601337767,23238,24522,601337767,13,7,57,1925,1230,1515172,0,3
2143,20,36,1319,19104,22304,497495736,19104,22304,497495736,11,8,73,1714,1601,2565497,0,3
2144,9,15,231,18758,22830,521244974,17520,22687,514718810,10,9,82,1656,1621,2630059,0,3
2145,19,29,860,19103,21242,451252304,19103,21242,451252304,13,9,98,2088,1779,3167507,0,3
2146,19,31,992,24569,25996,675834650,24569,25996,675834650,11,7,53,2243,2047,4192343,0,3
2147,32,39,1597,16553,21504,462438520,16553,21504,462438520,10,7,62,1905,2131,4543363,0,3
2148,14,27,756,23450,24914,620715100,22173,24964,623210000,12,9,93,1883,1851,3426691,0,3
2149,12,8,70,16975,22363,500114566,16975,22363,500114566,14,8,76,2136,1396,1950893,0,3
2150,15,26,692,19547,22746,517383314,19547,22746,517383314,13,7,56,1961,1283,1647870,0,3
2151,23,33,1119,16777,20844,434490164,16777,20844,434490164,14,6,44,2459,1618,2619856,0,3
2152,14,20,432,19413,24394,595078318,19413,24394,595078318,11,8,66,1861,1520,2312101,0,3
2153,14,26,693,17108,20961,439403701,17108,20961,439396859,10,8,79,1800,1828,3344298,0,3
2154,8,14,196,13098,18181,330550132,13098,18180,330546842,9,8,65,1671,1572,2473832,0,3
2155,23,32,1032,22229,24726,611406629,22229,24726,611406629,15,8,74,2170,1354,1834896,0,3
2156,59,144,20881,17884,21455,460352746,17294,21662,469251665,12,9,97,1863,1834,3364773,0,3
